config_name,system,mesh,final_time_target,dt,notes,job_id,hostname,gpu_line,out_file,err_file,slurm_state_hint,pseudo_rows,finite_rows,first_nonfinite_row,final_time,vtu_exists,audit_exists,num_points,num_cells,finite_density,finite_velocity_x,finite_velocity_y,finite_pressure,cp_available,cp_mae,cp_rmse,finite_cp_matches,benchmark_available,benchmark_score,linear_fallback_count,max_nearest_distance_m,mean_nearest_distance_m
pass6_hump_ns_char_dt1e4,navier-stokes,nasa_hump_medium.pyfrm,0.0005,0.0001,Switches to characteristic inviscid boundaries to test whether the subsonic boundary treatment is the primary instability trigger.,10707599,gilbreth-g008.rcac.purdue.edu,|   0  NVIDIA A100-PCIE-40GB          On  |   00000000:21:00.0 Off |                    0 |,slurm-10707599.out,slurm-10707599.err,stderr_nonempty,100,85,1,0.0004,True,True,316770,285093,316770,316770,316770,316770,True,1.5251664939519705,2.5550115561098687,126,True,0.29634149006117916,8,0.01786729544123034,0.0008698643200912001
pass6_hump_ns_char_dt5e5,navier-stokes,nasa_hump_medium.pyfrm,0.00025,5e-05,Most conservative hump case in the sweep: tiny physical step plus characteristic boundaries.,10707600,gilbreth-g008.rcac.purdue.edu,|   0  NVIDIA A100-PCIE-40GB          On  |   00000000:21:00.0 Off |                    0 |,slurm-10707600.out,slurm-10707600.err,stderr_nonempty,120,105,1,0.0002,True,True,316770,285093,316770,316770,316770,316770,True,1.1768448193661394,2.0715286757160247,126,True,0.29371445045471833,8,0.01786729544123034,0.0008698643200912001
pass6_hump_ns_sub_dt1e4,navier-stokes,nasa_hump_medium.pyfrm,0.0005,0.0001,Same physics as PASS 5 but with a ten-times smaller physical and pseudo step.,10707597,gilbreth-g008.rcac.purdue.edu,|   0  NVIDIA A100-PCIE-40GB          On  |   00000000:21:00.0 Off |                    0 |,slurm-10707597.out,slurm-10707597.err,stderr_nonempty,100,85,1,0.0004,True,True,316770,285093,316770,316770,316770,316770,True,1.4896397545412254,2.4993372809128314,126,True,0.2963414500446999,8,0.01786729544123034,0.0008698643200912001
pass6_hump_ns_sub_dt5e5,navier-stokes,nasa_hump_medium.pyfrm,0.00025,5e-05,Even smaller step size to test whether the PASS 5 blow-up is purely time-integration driven.,10707598,gilbreth-g008.rcac.purdue.edu,|   0  NVIDIA A100-PCIE-40GB          On  |   00000000:21:00.0 Off |                    0 |,slurm-10707598.out,slurm-10707598.err,stderr_nonempty,120,105,1,0.0002,True,True,316770,285093,316770,316770,316770,316770,True,1.1673277827939506,2.0588282720942157,126,True,0.2937144506169717,8,0.01786729544123034,0.0008698643200912001
pass6_smoke_ns_sub,navier-stokes,smoke_rect.pyfrm,0.001,0.0002,Rectangular smoke test to check whether dimensional navier-stokes can stay finite away from the hump geometry.,10707596,gilbreth-g008.rcac.purdue.edu,|   0  NVIDIA A100-PCIE-40GB          On  |   00000000:21:00.0 Off |                    0 |,slurm-10707596.out,slurm-10707596.err,stderr_nonempty,0,0,,,False,False,,,,,,,False,,,0,False,,,,
