x_m,x_over_c,y_m,y_wall_m,dy_m,pressure,Cp
-1.350000023841858,-3.214285771052043,0.0,0.0,0.0,103169.8671875,2.4121817281334277
-1.3477879762649536,-3.2090189911070324,0.0,0.0,0.0,102799.796875,1.9074902678679424
-1.3477809429168701,-3.209002245040167,0.002489730715751648,0.0,0.002489730715751648,102170.1953125,1.0488574047858592
-1.3455758094787598,-3.2037519273303805,0.0,0.0,0.0,101658.421875,0.3509152171185841
-1.3455687761306763,-3.203735181263515,0.002489730715751648,0.0,0.002489730715751648,101789.8359375,0.5301340111215339
-1.3455618619918823,-3.2037187190282914,0.004979461431503296,0.0,0.004979461431503296,101170.5234375,-0.3144669185617095
-1.343363642692566,-3.1984848635537286,0.0,0.0,0.0,102325.9140625,1.2612222464758178
-1.3433496952056885,-3.1984516552516395,0.004979461431503296,0.0,0.004979461431503296,100779.875,-0.8472222456248746
-1.343342661857605,-3.198434909184774,0.007469192147254944,0.0,0.007469192147254944,100170.8515625,-1.6777912419092782
-1.3418563604354858,-3.1948960962749666,0.0016434586141258478,0.0,0.0016434586141258478,101911.8984375,0.6965994077984311
-1.3418493270874023,-3.194879350208101,0.004133189562708139,0.0,0.004133189562708139,101034.8359375,-0.49951370616311447
-1.3418424129486084,-3.194862887972877,0.006622920278459787,0.0,0.006622920278459787,101616.8984375,0.2942867235613831
-1.341151475906372,-3.1932177997770763,0.0,0.0,0.0,101794.7265625,0.536803707634574
-1.3403490781784058,-3.191307328996204,0.0032869172282516956,0.0,0.0032869172282516956,101497.875,0.13196591465377114
-1.3403420448303223,-3.191290582929339,0.005776647944003344,0.0,0.005776647944003344,101534.671875,0.18214845551066988
-1.3396443128585815,-3.189629316329956,0.0016434586141258478,0.0,0.0016434586141258478,101380.703125,-0.027829785510086014
-1.3389394283294678,-3.187951019832066,0.0,0.0,0.0,101263.53125,-0.1876254856739432
-1.3388417959213257,-3.187718561717442,0.0049303756095469,0.0,0.0049303756095469,101083.8515625,-0.4326675784908888
-1.338336706161499,-3.1865159670511884,0.006981829181313515,0.0,0.006981829181313515,101349.2734375,-0.07069270735027787
-1.3381370306015015,-3.186040549051194,0.0032869172282516956,0.0,0.0032869172282516956,100966.6953125,-0.5924419697201996
-1.3374321460723877,-3.184362252553304,0.0016434586141258478,0.0,0.0016434586141258478,100849.5234375,-0.7522376698840567
-1.3370481729507446,-3.1834480308351063,0.005321859382092953,0.0,0.005321859382092953,101636.3984375,0.32088027387535745
-1.336727261543274,-3.1826839560554143,0.0,0.0,0.0,102609.6484375,1.6481711889048727
-1.336543083190918,-3.1822454361688526,0.00737331248819828,0.0,0.00737331248819828,101231.96875,-0.23066953345777988
-1.3363434076309204,-3.181770018168858,0.003678400767967105,0.0,0.003678400767967105,101545.5,0.1969155471513624
-1.3356385231018066,-3.1800917216709683,0.002034942153841257,0.0,0.002034942153841257,102124.0625,0.9859427755374542
