station,x_over_c,index,x_m,y_m
x120,1.2,92,0.504,0.33797894736842105
x120,1.2,93,0.504,0.3416526315789473
x120,1.2,94,0.504,0.34532631578947365
x120,1.2,95,0.504,0.349
x130,1.3,0,0.546,0.0
x130,1.3,1,0.546,0.0036736842105263155
x130,1.3,2,0.546,0.007347368421052631
x130,1.3,3,0.546,0.011021052631578947
x130,1.3,4,0.546,0.014694736842105262
x130,1.3,5,0.546,0.01836842105263158
x130,1.3,6,0.546,0.022042105263157894
x130,1.3,7,0.546,0.02571578947368421
x130,1.3,8,0.546,0.029389473684210524
x130,1.3,9,0.546,0.03306315789473684
x130,1.3,10,0.546,0.03673684210526316
x130,1.3,11,0.546,0.04041052631578947
x130,1.3,12,0.546,0.04408421052631579
x130,1.3,13,0.546,0.0477578947368421
x130,1.3,14,0.546,0.05143157894736842
x130,1.3,15,0.546,0.055105263157894734
x130,1.3,16,0.546,0.05877894736842105
x130,1.3,17,0.546,0.062452631578947364
x130,1.3,18,0.546,0.06612631578947369
x130,1.3,19,0.546,0.0698
x130,1.3,20,0.546,0.07347368421052632
x130,1.3,21,0.546,0.07714736842105263
x130,1.3,22,0.546,0.08082105263157895
x130,1.3,23,0.546,0.08449473684210526
x130,1.3,24,0.546,0.08816842105263158
x130,1.3,25,0.546,0.09184210526315789
x130,1.3,26,0.546,0.0955157894736842
x130,1.3,27,0.546,0.09918947368421052
x130,1.3,28,0.546,0.10286315789473684
x130,1.3,29,0.546,0.10653684210526315
x130,1.3,30,0.546,0.11021052631578947
x130,1.3,31,0.546,0.11388421052631578
x130,1.3,32,0.546,0.1175578947368421
x130,1.3,33,0.546,0.12123157894736841
x130,1.3,34,0.546,0.12490526315789473
x130,1.3,35,0.546,0.12857894736842104
x130,1.3,36,0.546,0.13225263157894737
x130,1.3,37,0.546,0.13592631578947367
x130,1.3,38,0.546,0.1396
x130,1.3,39,0.546,0.1432736842105263
x130,1.3,40,0.546,0.14694736842105263
x130,1.3,41,0.546,0.15062105263157893
x130,1.3,42,0.546,0.15429473684210526
x130,1.3,43,0.546,0.15796842105263156
x130,1.3,44,0.546,0.1616421052631579
x130,1.3,45,0.546,0.1653157894736842
x130,1.3,46,0.546,0.16898947368421052
x130,1.3,47,0.546,0.17266315789473682
x130,1.3,48,0.546,0.17633684210526315
x130,1.3,49,0.546,0.18001052631578945
x130,1.3,50,0.546,0.18368421052631578
x130,1.3,51,0.546,0.18735789473684208
x130,1.3,52,0.546,0.1910315789473684
x130,1.3,53,0.546,0.19470526315789471
x130,1.3,54,0.546,0.19837894736842104
x130,1.3,55,0.546,0.20205263157894734
x130,1.3,56,0.546,0.20572631578947367
x130,1.3,57,0.546,0.20939999999999998
x130,1.3,58,0.546,0.2130736842105263
x130,1.3,59,0.546,0.2167473684210526
x130,1.3,60,0.546,0.22042105263157893
x130,1.3,61,0.546,0.22409473684210524
x130,1.3,62,0.546,0.22776842105263156
x130,1.3,63,0.546,0.23144210526315787
x130,1.3,64,0.546,0.2351157894736842
x130,1.3,65,0.546,0.23878947368421052
x130,1.3,66,0.546,0.24246315789473682
x130,1.3,67,0.546,0.24613684210526315
x130,1.3,68,0.546,0.24981052631578946
x130,1.3,69,0.546,0.25348421052631576
x130,1.3,70,0.546,0.2571578947368421
x130,1.3,71,0.546,0.2608315789473684
x130,1.3,72,0.546,0.26450526315789474
x130,1.3,73,0.546,0.268178947368421
x130,1.3,74,0.546,0.27185263157894735
x130,1.3,75,0.546,0.2755263157894737
x130,1.3,76,0.546,0.2792
x130,1.3,77,0.546,0.2828736842105263
x130,1.3,78,0.546,0.2865473684210526
x130,1.3,79,0.546,0.29022105263157894
x130,1.3,80,0.546,0.29389473684210526
x130,1.3,81,0.546,0.29756842105263154
x130,1.3,82,0.546,0.30124210526315787
x130,1.3,83,0.546,0.3049157894736842
x130,1.3,84,0.546,0.3085894736842105
x130,1.3,85,0.546,0.3122631578947368
x130,1.3,86,0.546,0.3159368421052631
x130,1.3,87,0.546,0.31961052631578946
x130,1.3,88,0.546,0.3232842105263158
x130,1.3,89,0.546,0.32695789473684206
x130,1.3,90,0.546,0.3306315789473684
x130,1.3,91,0.546,0.3343052631578947
x130,1.3,92,0.546,0.33797894736842105
x130,1.3,93,0.546,0.3416526315789473
x130,1.3,94,0.546,0.34532631578947365
x130,1.3,95,0.546,0.349
