x_m,x_over_c,y_wall_m,pressure,Cp
-1.3437111377716064,-3.199312232789539,0.02312338910996914,nan,nan
-1.3436826467514038,-3.1992443970271522,0.015327244065701962,nan,nan
-1.343624234199524,-3.199105319522676,0.08806467056274414,nan,nan
-1.3435956239700317,-3.199037199928647,0.0347612164914608,nan,nan
-1.3435680866241455,-3.198971634819394,0.09605944156646729,nan,nan
-1.3435120582580566,-3.198838233947754,0.09995076805353165,nan,nan
-1.343490481376648,-3.1987868604205905,0.08421742916107178,nan,nan
-1.3434514999389648,-3.198694047473726,0.03857049345970154,nan,nan
-1.343424677848816,-3.1986301853543235,0.2249384969472885,nan,nan
-1.3433597362958467,-3.198475562609159,0.0,nan,nan
-1.3433513243993123,-3.198455534284077,0.004979461431503296,nan,nan
-1.343342661857605,-3.198434909184774,0.007469192147254944,nan,nan
-1.3432601690292358,-3.198238497688657,0.23753072321414948,nan,nan
-1.343196988105774,-3.1980880669185097,0.11215955018997192,nan,nan
-1.3431495428085327,-3.197975101925078,0.12046527862548828,nan,nan
-1.343102216720581,-3.1978624207632884,0.12459918111562729,nan,nan
-1.34308922290802,-3.1978314831143333,0.1979084014892578,nan,nan
-1.3429912328720093,-3.197598173504784,0.13294336199760437,nan,nan
-1.342877745628357,-3.1973279657818026,0.1370810866355896,nan,nan
-1.3428568840026855,-3.1972782952444896,0.04663838818669319,nan,nan
-1.342829704284668,-3.197213581630162,0.17617127299308777,nan,nan
-1.3428182363510133,-3.1971862770262223,0.1848011165857315,nan,nan
-1.3427910208702087,-3.197121478262402,0.07218579202890396,nan,nan
-1.3424678444862366,-3.1963520106815158,0.3351869285106659,nan,nan
-1.3424103260040283,-3.1962150619143532,0.15834468603134155,nan,nan
-1.3424030542373657,-3.196197748184204,0.01070669200271368,nan,nan
-1.3423875570297241,-3.196160850070772,0.17161959409713745,nan,nan
-1.3422623872756958,-3.195862826846895,0.05073627829551697,nan,nan
-1.342246651649475,-3.195825361070179,0.05938706174492836,nan,nan
-1.342231035232544,-3.195788179125105,0.06403489410877228,nan,nan
-1.3422150611877441,-3.195750145685105,0.21638795733451843,nan,nan
-1.3421190977096558,-3.195521661213466,0.2562006413936615,nan,nan
-1.3420026302337646,-3.1952443576994396,0.25113368034362793,nan,nan
-1.341948601934645,-3.195115718892012,0.1627558469772339,nan,nan
-1.341886043548584,-3.1949667703537714,0.24153544008731842,nan,nan
