x_m,y_m,z_m,Ux_ms,Uy_ms,Uz_ms,p_m2s2,k_m2s2,omega_s-1,nut_m2s-1
0.5039996965428571,0.0009545294218496429,-1.3049686475514288e-19,16.07215201574286,-0.08962694135449786,7.223348141314278e-23,58.82079260270715,7.981183534425,23853.223610105,0.0009245413984644715
0.5039989397375715,0.002985207645748572,-1.009667518923572e-20,19.104149296707146,-0.3110507324987143,6.217732048236436e-23,58.08938474983571,13.401949856642855,4121.696765390715,0.0033117470086835715
0.5039982346244,0.004877184077856001,2.2329567089213003e-19,20.715220827450004,-0.5170622489591999,-9.691884647116296e-23,57.47677945176999,15.677255315280002,3442.923260325,0.004556242444316001
0.5039975350658333,0.006754256086986667,-1.0824552850675003e-19,22.290128418041665,-0.7099300225655835,-1.347459819280833e-22,56.89961706279999,16.51182083151667,3348.4119878050005,0.0049312348554749995
0.5039967844917,0.008768214046136,1.771739223118598e-19,24.06760846369,-0.8995674893067,4.610397099938999e-22,56.20050251738,16.02402198306,3319.3650045100003,0.004826979313983
0.5039960524478999,0.010732451853625,1.6387060720152002e-19,25.886005514239997,-1.0622401072976,-9.461256632981202e-22,55.373000960649996,14.10483740802,3198.343468457,0.004378873065254
0.50399535180175,0.012612442216862502,-1.0703341949793752e-19,27.6974287227625,-1.1913618917725002,-6.948818800323749e-22,54.48734136195,11.06962229940125,2926.83349749,0.00347116272456
0.5039946923894999,0.0143817926666125,-8.334346079212501e-20,29.2481088630375,-1.2862818656525,3.597990098910875e-21,53.40662129918749,7.92611868590625,2575.0562204350003,0.00302139526537375
0.5039939972302501,0.01624706054955,-9.51907417568875e-20,30.558076943449997,-1.36887965329375,-3.2690281933862504e-21,52.091772475862506,5.18221567597875,2165.0220189187503,0.0023829121976675
0.503993264385875,0.018213445601012502,2.908557793097498e-20,31.629098107037503,-1.44254623389125,-1.8189866400693758e-21,50.541111588012505,3.08036542365,1675.0841426275001,0.00182827382714125
0.5039925913885,0.020019247786083338,-1.8784071408383334e-19,32.337059896216665,-1.4998436341066668,4.102802046578333e-21,49.002852121766665,1.9165019757966666,1262.9376377716665,0.0015137859168366666
0.503991885022,0.0219145874392625,2.3731381390171254e-19,32.8515361097375,-1.5506071484075,-4.02920695572325e-21,47.303868672887496,1.2815039802400001,970.270885029375,0.0013164750561062502
0.5039911468863333,0.023895170404949997,-9.622061158423333e-20,33.24355854111667,-1.5956379048983333,8.602774353068167e-21,45.473658156949995,0.8950482630450001,783.5887464708334,0.001140394541693333
0.5039904857749999,0.0256690797885,1.0316746307666666e-20,33.4900701553,-1.6289726053316667,-8.848760996945334e-21,43.79993443266667,0.6642891541493333,673.3888040825,0.0009848035351875
0.5039897979628333,0.02751463458645,3.1204634216966665e-20,33.65710277421667,-1.6574670814266665,2.5021693236e-21,42.03846158153333,0.48929819410216663,584.6107095661666,0.0008355007495345
0.5039890823703334,0.029434728444566665,-5.373077557454e-20,33.757640885133334,-1.681839765613333,4.611701331266666e-21,40.19638137293334,0.36170305127283336,510.7812754711667,0.000707012244773
0.5039883378765,0.031432371878416666,1.560908180919017e-19,33.820814528983334,-1.703455723255,-8.340692532729334e-21,38.27973412595,0.27439031502149996,450.58503213116666,0.0006082280340533333
0.5039875633138334,0.033510696993633335,-1.8570599148146667e-19,33.87469815615,-1.7234451453866668,1.2049789541533334e-20,36.29191641218333,0.21850280822816667,403.2150738330001,0.0005415090460555
0.50398689474925,0.03530460552715,3.543022261569e-19,33.921575915225,-1.7391318353925,-4.5689660099249994e-21,34.58370235435,0.18925329733699997,372.37789302075,0.00050816056854725
