x_m,Cp_near_wall,Cf,tau_x_Pa
-0.257640243902439,-0.0067016948568088845,-0.002493038806426911,-1.82804688172
-0.25572560975609754,-0.0067016948568088845,-0.002536659852235324,-1.86003247158
-0.2538109756097561,-0.0066280272785228895,-0.002580443027423405,-1.89213694451
-0.2518963414634146,-0.0066280272785228895,-0.002624758124404628,-1.92463145468
-0.24998170731707314,-0.0066280272785228895,-0.0026692276847177774,-1.95723922671
-0.24806707317073168,-0.006537058520983409,-0.002714260679322014,-1.99026014285
-0.2461524390243902,-0.006537058520983409,-0.0027594443396991926,-2.02339153625
-0.24423780487804875,-0.006430276338837895,-0.0028052203300736912,-2.05695726184
-0.24232317073170728,-0.006100928133744192,-0.0028511446845970834,-2.090631777
-0.24040853658536582,-0.006100928133744192,-0.0028976808293369135,-2.12475489376
-0.23849390243902435,-0.00630246959774717,-0.0029443662073983254,-2.15898743742
-0.2365792682926829,-0.00630246959774717,-0.002991675271243985,-2.19367730523
-0.23466463414634142,-0.006153925824102682,-0.0030391337372325383,-2.22847672373
-0.23274999999999996,-0.013337677157685888,-0.003087210920866458,-2.26372982344
-0.2308353658536585,-0.013337677157685888,-0.0031354468845110296,-2.29909935026
-0.22892073170731703,-0.005982935067731349,-0.0031842924438313528,-2.33491586951
-0.22700609756097556,-0.005982935067731349,-0.003233312014161406,-2.37085998416
-0.2250914634146341,-0.0057874002528736,-0.003282908567159965,-2.40722717741
-0.22317682926829263,-0.009388319542486378,-0.003332703257914479,-2.44373965725
-0.22126219512195117,-0.009388319542486378,-0.003383036388009445,-2.48064695339
-0.2193475609756097,-0.005565233330549722,-0.0034336042834845182,-2.51772639371
