x_m,y_m,z_m,Ux_ms,Uy_ms,Uz_ms,p_m2s2,k_m2s2,omega_s-1,nut_m2s-1
0.33617460761717644,0.01898627328849412,-1.4084644606230588e-19,-4.012048644994706,1.5371164162764708,1.0991138085254118e-17,-177.3291250461177,3.8501816563435285,26635.83214851353,0.0005446965093970294
0.33602066654468415,0.020607392872226318,1.331824940341105e-19,-3.490038847727368,1.4351025283442105,-5.943538625499999e-19,-177.64516576336842,9.295837103866315,3988.395500151053,0.002454437581996053
0.3358826203912941,0.02230374496659412,1.1839712024161176e-19,-2.4370150929552943,1.1515581786941176,1.5284460341394116e-19,-177.89421600370588,13.542389051441177,3283.7043315547057,0.004136269296492351
0.3359620882992941,0.024035359518517645,-9.685027522898842e-21,-1.0611466717056175,0.7913351147442353,-2.4701004752382355e-19,-177.9262185378235,18.062684088052944,3492.049728347647,0.005162618787118823
0.3359664576906667,0.025785960924919995,-1.8199450947765334e-19,0.7368985217070327,0.3452026411715466,5.093583212386e-19,-177.90057936059995,23.167363644759998,4292.574288425333,0.005396372507288667
0.33597086822713335,0.027544424942860003,1.0994804315490798e-19,3.282845930499333,-0.23536350592413333,-2.595298846876666e-19,-177.71519928373334,29.44285097252,5807.2494220379995,0.004946832573298001
0.33588413493328567,0.029352141110785712,5.943327110949998e-20,7.35180987609,-1.0642104323695,3.7058564705220713e-19,-177.40656357664284,36.79014625432857,7824.356218607856,0.003905623877685714
0.3359797232867501,0.03108102876330833,4.183931437802498e-20,13.194375935683334,-2.1112982191125,-4.739202551935834e-19,-176.84236513991664,40.721408322775,9143.177501455832,0.003578003255809167
0.3359839474145833,0.03276550442606666,1.8645928171625001e-19,19.338768490083332,-3.0580403474191673,1.7422731901166665e-19,-176.31917781233335,36.81741019532501,9158.446271714167,0.0038307415328225
0.33598840053441664,0.03454129642240833,3.494803716069166e-20,25.26642478545,-3.8189083159374992,-4.899237168916667e-19,-176.07669148775003,27.272674566008334,8282.250611505833,0.0032822725267666673
0.3358766921802727,0.03634354457705455,2.1251918670114544e-19,30.37130674988182,-4.378479295421818,8.069456216918e-19,-176.46240270245457,16.266538253627274,6588.702049082727,0.002450767198645454
0.336125018266,0.038037407558500005,-3.349329779965e-20,33.584272701420005,-4.692716409932,-5.317066614585001e-19,-176.9959965822,8.770821694344999,4633.411140905,0.0018804494369540005
0.3358736535381,0.03976875931247,3.176541094194e-20,35.296348364480004,-4.860643429736001,-4.2574749003800014e-20,-178.1719134471,5.092749186763,3111.583393574,0.0016336773240440004
0.33600591267019997,0.04154604557731001,-8.020121104347e-20,36.39508807578,-4.961856203923,5.603707185412921e-19,-179.16966049680002,3.481881194554,2146.70790889,0.0016231965461250002
0.3360103893084444,0.04331836813097777,6.969764077988888e-20,37.261494202533335,-5.037456656425556,-2.9403662847472214e-19,-180.31266194255556,2.7076017306966667,1630.026993793333,0.0016613177034722221
0.33601477495955556,0.04506759861688889,2.600516899783222e-19,38.02110952065556,-5.096816690108889,-8.859659963199991e-20,-181.4698392176667,2.18379229584,1341.3332726111112,0.001626910586361111
0.336019119278375,0.0467840533169125,1.2310336722371251e-19,38.68238687835,-5.1405258035950006,2.1982690896475006e-19,-182.62488332137502,1.734185408775,1151.8087042974998,0.0015039506729587501
0.336183222612875,0.048460236422874996,1.041487528382875e-19,39.221003627837504,-5.16353986159,2.8525655902474994e-19,-183.60012623575,1.3290122618825,1003.1192881691248,0.00132231398736625
0.33586764514949996,0.0501939389585,6.231534418468751e-20,39.6356436830875,-5.1748994034962505,-1.650966830025001e-19,-185.099277825125,0.975949986442625,869.9954005998749,0.00111878139470125
0.33603217868225,0.051992995048125,9.28389911280875e-21,39.89446766447501,-5.155122252642499,2.3579136208237485e-19,-186.151746038,0.6735585137973751,737.375006692375,0.000910750049517
0.33603646127557146,0.0537356900002,-1.5529137792207142e-19,39.99316423892857,-5.118738455578572,-1.2076609259217142e-18,-187.30404781785714,0.4636789888308571,623.727144657,0.000741578921277
0.33604106941225,0.05553919773091251,4.299734187933499e-20,40.0106653946,-5.0701452618275,2.2322426539924997e-19,-188.46922179475,0.32116686022725,526.0724500636251,0.0006087727953862501
0.33604537947583335,0.057274364640866667,1.7215511380598e-19,40.019369874750005,-5.020905582278334,6.508882308496667e-19,-189.55595777666665,0.23649449677883336,453.33308757266667,0.0005211375331988333
0.3360494996325714,0.058935904649628564,-1.0413389057014287e-20,40.0392619451,-4.973545197741429,7.174786939385717e-20,-190.56426339585713,0.19137023172842857,403.9099998865714,0.0004734725175522857
0.3360538303615,0.060644966728716665,-6.445737919208335e-20,40.064167781916666,-4.924171321125001,4.059348348851667e-19,-191.5721655705,0.16656371238999998,368.69653887916667,0.00045171188253333334
