x_over_c,Cp_exp,Cp_pyfr,cfd_x_over_c,dy_m,dx_over_c,abs_error
-0.80454,-0.0132,-0.5255113371534031,-0.8049149598394122,0.005620842333883047,-0.00037495983941215894,0.5123113371534032
-0.74239,-0.0102,-0.9296565897614463,-0.7415259168261573,0.006047224160283804,0.000864083173842678,0.9194565897614463
-0.67907,-0.0091,0.3025858227236118,-0.6801754945800418,0.003858642652630806,-0.0011054945800418325,0.3116858227236118
-0.61762,-0.0062,0.10538228796345495,-0.6176768314270746,0.0,-5.6831427074688357e-05,0.11158228796345494
-0.55646,-0.0012,1.2947830875428676,-0.5572027393749782,0.0019119124626740813,-0.0007427393749782629,1.2959830875428677
-0.49366,0.006,-0.8382945328935255,-0.4943217904794784,0.0014745560474693775,-0.0006617904794783969,0.8442945328935255
-0.46311,0.0088,-0.39225591496715423,-0.46350757280985516,0.0066413539461791515,-0.0003975728098551401,0.4010559149671542
-0.4319,0.0135,-0.4661233365724364,-0.43069986360413687,0.0019157532369717956,0.0012001363958631384,0.4796233365724364
-0.40088,0.0189,0.17698030803953976,-0.4010425437064398,0.003569837659597397,-0.00016254370643981053,0.15808030803953976
-0.36953,0.0263,-0.07401763198313972,-0.3695519197554816,0.005382087081670761,-2.1919755481547565e-05,0.10031763198313973
-0.33927,0.0335,-0.08386235974360139,-0.33898740297272095,0.004134447779506445,0.00028259702727906344,0.11736235974360139
-0.30847,0.0426,-0.8406598246281819,-0.30966922640800476,0.001965039409697056,-0.0011992264080047388,0.8832598246281819
-0.27634,0.0538,-0.015961439811326306,-0.2754089200780505,0.003742067376151681,0.0009310799219494625,0.0697614398113263
-0.2462,0.066,-0.8193295811471816,-0.24636114637056988,0.0018254917813465,-0.00016114637056988124,0.8853295811471815
-0.21497,0.0811,0.16196816365156305,-0.2148411103657314,0.005289941560477018,0.000128889634268603,0.08086816365156305
-0.18383,0.0992,0.16041261142967192,-0.18350696634678615,0.0051386491395533085,0.0003230336532138445,0.06121261142967192
-0.15376,0.1191,-0.2177890133680636,-0.15418470970221929,0.0,-0.00042470970221927806,0.3368890133680636
-0.12212,0.1447,-0.33928190368467004,-0.12258297453324,0.0,-0.0004629745332399987,0.48398190368467003
-0.09025,0.1739,0.6349732382464717,-0.09091496467590332,0.003919101785868406,-0.0006649646759033234,0.4610732382464717
-0.04586,0.2257,-0.6653725290490528,-0.04581353582796596,0.006302993278950453,4.6464172034035855e-05,0.8910725290490528
-0.03151,0.2442,1.2477755779333906,-0.03146726992868242,0.004940642975270748,4.273007131758155e-05,1.0035755779333906
-0.01647,0.2649,1.2210435195448641,-0.0165075318710435,8.210142368625384e-06,-3.7531871043501586e-05,0.9561435195448641
-0.00189,0.2868,0.6561756281201931,-0.002566890214525518,0.0016491933492943645,-0.0006768902145255181,0.36937562812019314
0.01228,0.3039,1.4457142709353998,0.012602213592756362,5.110415218016977e-05,0.0003222135927563631,1.1418142709353998
0.02711,0.3084,-0.23493205121068572,0.026782220672993434,0.006622699406959939,-0.00032777932700656445,0.5433320512106857
0.04168,0.2965,0.5231546042139552,0.04153956348697345,0.004072048391712219,-0.00014043651302655252,0.22665460421395522
0.05692,0.2586,0.16177638324064497,0.05735458273972784,0.005286640295417826,0.0004345827397278443,0.09682361675935502
0.07094,0.1842,-0.2570400708026315,0.07108040597467195,0.007410747596141945,0.00014040597467195048,0.4412400708026315
0.08573,0.0728,0.723543824688807,0.08628339994521368,0.003994701084076497,0.0005533999452136812,0.650743824688807
0.10021,-0.0623,0.844131085287189,0.10026693344116211,0.004202730975348467,5.693344116211585e-05,0.9064310852871891
0.11471,-0.1726,5.141887476092366,0.1144300170597576,8.557180902679738e-05,-0.00027998294024240977,5.314487476092366
0.12876,-0.2504,6.384240978019717,0.12847523071936198,6.473260475793607e-05,-0.00028476928063803086,6.634640978019717
0.15859,-0.3869,0.9179026166870121,0.15878994904813312,0.004252158508940375,0.00019994904813311343,1.3048026166870121
0.17271,-0.4647,2.817125334943348,0.17282613331363314,0.004261202215311835,0.00011613331363313772,3.281825334943348
0.18734,-0.5173,-0.4172512951901446,0.18750659766651337,0.0069158290238888614,0.00016659766651336283,0.1000487048098554
0.20189,-0.5604,8.340784730206012,0.20221258912767684,1.269442579021618e-05,0.0003225891276768533,8.901184730206012
0.21721,-0.5963,5.184974141745296,0.21702013909816742,0.0016780975080313114,-0.00018986090183256699,5.781274141745296
0.23077,-0.6202,7.709816523818242,0.2306454238437471,0.0013681124580588802,-0.00012457615625291463,8.330016523818243
0.24591,-0.641,1.4905908870902316,0.24596225647699266,0.004518165363314553,5.225647699266811e-05,2.1315908870902316
0.26072,-0.6602,-0.453849390273679,0.2601909140745799,0.007121699658877805,-0.0005290859254201141,0.20635060972632102
0.2747,-0.6786,1.7098917869750612,0.2747662720226106,0.0041378992428000305,6.627202261061393e-05,2.3884917869750613
0.28942,-0.6915,-0.7876218865420583,0.2894517211686997,0.005459399213918172,3.1721168699705427e-05,0.09612188654205833
0.30461,-0.708,7.156199749834099,0.30487193947746644,0.001291245074501332,0.0002619394774664441,7.864199749834099
0.31883,-0.7221,6.078255332399913,0.3190878246511732,0.0015060908695702577,0.00025782465117318853,6.8003553323999135
0.33324,-0.7372,7.670341722570937,0.33322299520174664,0.0010027155382386146,-1.7004798253339448e-05,8.407541722570937
0.34839,-0.7557,-0.21109800792047712,0.34873783588409424,0.007440749825046014,0.0003478358840942608,0.5446019920795229
0.36408,-0.7578,-0.9888208465296753,0.36381855607032776,0.007265264111086245,-0.00026144392967225594,0.23102084652967525
