x_m,y_m,Ux_ms,Uy_ms,p_m2s2,k_m2s2,omega_s-1,nut_m2s-1
-0.8988,0.0,16.4007093503,0.000888594462987,16.6136266945,4.77271642165,99355.3180424,4.53341461382e-05
-0.8988,0.001454279886548117,26.21930674713119,0.008567412140164448,16.618443123714844,5.520563811078066,9965.395561555726,0.0005576398927849678
-0.8988,0.002908559773096234,29.44343723136383,0.020302114090920958,16.627605086817326,4.507082644756983,5618.4628133367105,0.0007804484169432913
-0.8988,0.004362839659644351,31.829447653542275,0.0364107883464953,16.635424201175365,3.0755113438325523,4332.355500746438,0.0006211740526393418
-0.8988,0.005817119546192468,33.75809037235662,0.05510578103684252,16.640207474542986,1.3622479399155718,3244.3526516095253,0.0004122964501804759
-0.8988,0.007271399432740585,34.78979002243229,0.06779443880409802,16.642645610026683,0.28819903462127106,1502.5492230840482,0.00019041322078194926
-0.8988,0.008725679319288701,34.91836896509851,0.06940340596012656,16.643942270745494,0.13963484392743816,414.06763401190653,0.0003405686938934427
-0.8988,0.010179959205836819,34.91359880906474,0.06925928505313075,16.64519913999291,0.13173626303337843,260.5450677215021,0.0005057552003793298
-0.8988,0.011634239092384936,34.900901839274326,0.06897039326650002,16.646480788228782,0.13091523196545343,244.21929542467194,0.000536059243891107
-0.8988,0.013088518978933053,34.887422547610065,0.06863970994546828,16.647758639692242,0.13072199655156844,242.00149764913888,0.0005401702112071274
-0.8988,0.01454279886548117,34.875046419896265,0.06830048307154821,16.649030218951435,0.13062076342418716,241.22442060094937,0.0005414906521041352
-0.8988,0.015997078752029287,34.86414400848995,0.06796382484299678,16.65029408686188,0.13056623050272723,240.46365593462374,0.0005429770403845442
-0.8988,0.017451358638577403,34.85458850266926,0.06763205706816021,16.651550166930093,0.13054716630016625,239.65874313591536,0.0005447211462511868
-0.8988,0.018905638525125522,34.8461445313769,0.06730480318524253,16.652798574115728,0.13054889992117308,238.89933047094536,0.0005464599473439043
-0.8988,0.020359918411673637,34.83859727073487,0.06698114750520129,16.654039449829998,0.13055930022355744,238.24333548602596,0.0005480081946603873
-0.8988,0.021814198298221756,34.83179669284228,0.06666032910588729,16.655273098929065,0.13057111416143893,237.70965607018533,0.0005492881792706342
-0.8988,0.02326847818476987,34.8256067088071,0.06634174582005008,16.656498822161502,0.13058097352245654,237.28802531005272,0.0005503057784446865
-0.8988,0.024722758071317987,34.81992597731958,0.06602490865479721,16.657717519846592,0.13058793273201508,236.95941007071704,0.0005510982598808959
-0.8988,0.026177037957866106,34.814690625463555,0.06570957294843281,16.658928256819372,0.13059205137256974,236.70614979411695,0.0005517053332644394
-0.8988,0.02763131784441422,34.80983453139591,0.065395425956399,16.66013185516948,0.13059387534852307,236.51006955082934,0.0005521704296621825
-0.8988,0.02908559773096234,34.805304151525874,0.0650822787435158,16.661328077223516,0.1305940141284232,236.3566571781809,0.0005525294030115452
-0.8988,0.030539877617510456,34.80106639995158,0.06477002158526177,16.662516459659376,0.13059293720260215,236.23613045576457,0.0005528067624981105
-0.8988,0.031994157504058575,34.79709194724388,0.06445849181483014,16.663697531084907,0.13059102551216367,236.14080286110698,0.0005530218289115009
-0.8988,0.03344843739060669,34.79334651661001,0.06414759379434393,16.66487115381002,0.13058859281675564,236.06406942790122,0.0005531912849800667
