iteration,U,p,k,omega
651.0,0.000204933483976,0.000130352666762,0.000292422483959,4.63806084117e-05
652.0,0.000204689822434,0.000128990710218,0.000292144325879,4.63308699145e-05
653.0,0.000204446142538,0.000128119345414,0.000291868479948,4.62807669354e-05
654.0,0.000204202536391,0.000127895408515,0.000291593229256,4.62302732455e-05
655.0,0.00020395917236,0.000128464210469,0.000291319012893,4.61801574989e-05
656.0,0.000203716066859,0.000129206046945,0.000291046388952,4.61305688973e-05
657.0,0.000203473143602,0.000129828840625,0.000290774803554,4.60812223785e-05
658.0,0.000203230142657,0.000130445472641,0.000290502122244,4.60316042118e-05
659.0,0.000202986928826,0.000131304882031,0.000290230645858,4.59813548029e-05
660.0,0.000202743854017,0.000133381949588,0.000289959851407,4.59311768449e-05
661.0,0.000202500959033,0.000132729522015,0.000289688968253,4.58809120984e-05
662.0,0.000202258193393,0.000129782647342,0.000289418283557,4.58308882559e-05
663.0,0.000202015409939,0.000128152993269,0.000289147956591,4.57808643877e-05
664.0,0.000201772944142,0.000126897207617,0.000288878381029,4.57315811465e-05
665.0,0.000201530637616,0.000126446974313,0.000288610591169,4.56829429495e-05
666.0,0.000201288327503,0.0001258411734,0.000288341676573,4.56342304162e-05
667.0,0.000201046019055,0.000125101985677,0.000288073053236,4.55851416675e-05
668.0,0.000200803743339,0.000124328290135,0.000287806557144,4.55370259586e-05
669.0,0.000200561511039,0.000123053693043,0.000287539713943,4.54892142298e-05
670.0,0.000200319520955,0.000122150883622,0.000287273116912,4.54408946758e-05
671.0,0.000200077650562,0.000121973732971,0.000287009353451,4.53930347974e-05
672.0,0.000199835819824,0.000122558376523,0.000286741343327,4.53451753692e-05
673.0,0.000199594217468,0.000123284113382,0.00028647111952,4.52969399914e-05
674.0,0.000199352876003,0.00012377038636,0.000286200987168,4.52486268165e-05
675.0,0.000199111987795,0.000124202938494,0.000285933303073,4.52005559381e-05
676.0,0.000198871338342,0.00012486808559,0.000285666511899,4.51517509406e-05
677.0,0.000198630908951,0.000126930523661,0.000285399021738,4.51025506137e-05
678.0,0.000198390666849,0.000125753933876,0.00028513154538,4.50540574012e-05
679.0,0.000198150576436,0.000123065680945,0.000284863440952,4.50064928215e-05
680.0,0.000197910663366,0.000121620840736,0.000284595294012,4.49592521924e-05
681.0,0.000197671010751,0.000120716623176,0.000284327785584,4.49124871441e-05
682.0,0.000197431559999,0.000120357917054,0.000284061417544,4.48659671855e-05
683.0,0.000197192227257,0.000119758381371,0.000283795095179,4.48192575387e-05
684.0,0.00019695306892,0.000119083930368,0.000283530112715,4.47726648079e-05
685.0,0.000196714129121,0.000118207969879,0.000283264570678,4.47271673195e-05
686.0,0.000196475392786,0.000116901801251,0.000282999331309,4.46819727274e-05
687.0,0.000196236938525,0.0001160698769,0.000282734326465,4.46360110133e-05
688.0,0.000195998693068,0.000115950790918,0.000282471451458,4.4590256068e-05
689.0,0.000195760847467,0.00011668292897,0.000282208505901,4.45445442137e-05
690.0,0.0001955233229,0.000117506920038,0.000281944576343,4.44985874204e-05
691.0,0.000195286098759,0.000118169540257,0.000281683331209,4.4452696252e-05
692.0,0.000195049325649,0.000118879811739,0.000281423689428,4.4406653993e-05
693.0,0.000194812717661,0.000119867504308,0.000281164181618,4.43600715687e-05
694.0,0.000194576316165,0.000122115826445,0.000280903734811,4.43133952634e-05
695.0,0.000194340195307,0.000121471033932,0.000280644986742,4.42672592725e-05
696.0,0.000194104390731,0.000119125869386,0.000280387537038,4.42211682614e-05
697.0,0.00019386876071,0.000117922570132,0.000280131473213,4.41758438725e-05
698.0,0.000193633301288,0.000117257279825,0.000279874347583,4.41310334779e-05
699.0,0.000193398107511,0.000117021900244,0.000279615649453,4.40866258766e-05
700.0,0.000193163390885,0.000116486407747,0.000279355845388,4.40419938184e-05
701.0,0.000192929082871,0.000115906143282,0.00027909976023,4.39976432996e-05
702.0,0.000192695040087,0.000115270003063,0.000278842993301,4.39535048299e-05
703.0,0.000192461219979,0.000114072915113,0.000278584381781,4.39087868266e-05
704.0,0.000192227645868,0.000113219990154,0.000278325771248,4.38641644201e-05
705.0,0.00019199435635,0.000113040494159,0.000278066877172,4.38192070049e-05
706.0,0.000191761413536,0.00011365588998,0.000277810009399,4.37746450129e-05
707.0,0.000191528876525,0.000114442758099,0.000277554208406,4.37309115967e-05
708.0,0.000191296774936,0.000115114835972,0.000277297037963,4.36867632381e-05
709.0,0.000191064925389,0.000115891802685,0.000277039915018,4.36423915756e-05
710.0,0.000190833393117,0.000116954262779,0.000276784595254,4.35978376824e-05
711.0,0.000190602157519,0.000119234848358,0.000276530419702,4.35531861113e-05
712.0,0.000190371292393,0.000118574158027,0.000276276304116,4.35084429564e-05
713.0,0.000190140919068,0.000116416346317,0.000276025054418,4.34638565365e-05
714.0,0.000189910682547,0.000115274441175,0.000275772981431,4.34198692506e-05
715.0,0.00018968060247,0.000114776777421,0.000275521497838,4.33756553593e-05
716.0,0.000189450706355,0.000114761323024,0.000275271581254,4.33314990779e-05
717.0,0.00018922117538,0.000114513459356,0.000275022316856,4.32876204299e-05
718.0,0.000188991992362,0.000114257021383,0.000274773614916,4.32437182243e-05
719.0,0.000188763070648,0.000113813328324,0.00027452269037,4.3200510095e-05
720.0,0.000188534262929,0.000112919695945,0.000274271687618,4.31571438861e-05
721.0,0.000188305602378,0.000112340173634,0.000274022251283,4.31132686287e-05
722.0,0.000188077187981,0.00011224834419,0.000273773982958,4.30688870885e-05
723.0,0.000187849247625,0.00011302954019,0.000273525986865,4.30244661404e-05
724.0,0.000187621709237,0.000114057326893,0.000273279186991,4.29805054593e-05
725.0,0.000187394532144,0.000115008017726,0.000273033517367,4.29369271648e-05
726.0,0.00018716781956,0.000115910087482,0.000272788396604,4.28931105169e-05
727.0,0.000186941444848,0.00011688693309,0.000272542562199,4.28488432283e-05
728.0,0.000186715358502,0.000118567137879,0.000272295900145,4.28048045433e-05
729.0,0.000186489467618,0.000119176725298,0.00027204883094,4.27605072425e-05
730.0,0.000186263783073,0.000116697847854,0.000271803542463,4.27162364965e-05
731.0,0.000186038532219,0.000115469298455,0.000271558140886,4.26722213053e-05
732.0,0.000185813602006,0.00011472788314,0.000271313925108,4.26286754448e-05
733.0,0.00018558906816,0.000114568165287,0.000271069061051,4.25851239688e-05
734.0,0.000185364728625,0.00011410519307,0.000270825619683,4.2541904086e-05
735.0,0.000185140625764,0.000113517751737,0.000270581614578,4.24977903292e-05
736.0,0.000184916632877,0.000112942675992,0.000270336410449,4.24541874327e-05
737.0,0.000184692793049,0.000111982518598,0.000270092732849,4.24109977851e-05
738.0,0.000184469223514,0.000111235276056,0.000269850038869,4.23675142152e-05
