x_over_c,Cp_exp,Cp_pyfr,cfd_x_over_c,dy_m,dx_over_c,abs_error
-0.80454,-0.0132,nan,-0.8049149598394122,0.005620842333883047,-0.00037495983941215894,nan
-0.74239,-0.0102,nan,-0.7415259168261573,0.006047224160283804,0.000864083173842678,nan
-0.67907,-0.0091,nan,-0.6801754945800418,0.003858642652630806,-0.0011054945800418325,nan
-0.61762,-0.0062,nan,-0.6176768314270746,0.0,-5.6831427074688357e-05,nan
-0.55646,-0.0012,nan,-0.5572027393749782,0.0019119124626740813,-0.0007427393749782629,nan
-0.49366,0.006,nan,-0.4943217904794784,0.0014745560474693775,-0.0006617904794783969,nan
-0.46311,0.0088,nan,-0.46350757280985516,0.0066413539461791515,-0.0003975728098551401,nan
-0.4319,0.0135,nan,-0.43069986360413687,0.0019157532369717956,0.0012001363958631384,nan
-0.40088,0.0189,nan,-0.4010425437064398,0.003569837659597397,-0.00016254370643981053,nan
-0.36953,0.0263,nan,-0.3695519197554816,0.005382087081670761,-2.1919755481547565e-05,nan
-0.33927,0.0335,nan,-0.33898740297272095,0.004134447779506445,0.00028259702727906344,nan
-0.30847,0.0426,nan,-0.30966922640800476,0.001965039409697056,-0.0011992264080047388,nan
-0.27634,0.0538,nan,-0.2754089200780505,0.003742067376151681,0.0009310799219494625,nan
-0.2462,0.066,nan,-0.24636114637056988,0.0018254917813465,-0.00016114637056988124,nan
-0.21497,0.0811,nan,-0.2148411103657314,0.005289941560477018,0.000128889634268603,nan
-0.18383,0.0992,nan,-0.18350696634678615,0.0051386491395533085,0.0003230336532138445,nan
-0.15376,0.1191,nan,-0.15418470970221929,0.0,-0.00042470970221927806,nan
-0.12212,0.1447,nan,-0.12258297453324,0.0,-0.0004629745332399987,nan
-0.09025,0.1739,nan,-0.09091496467590332,0.003919101785868406,-0.0006649646759033234,nan
-0.04586,0.2257,nan,-0.04581353582796596,0.006302993278950453,4.6464172034035855e-05,nan
-0.03151,0.2442,nan,-0.03146726992868242,0.004940642975270748,4.273007131758155e-05,nan
-0.01647,0.2649,nan,-0.0165075318710435,8.210142368625384e-06,-3.7531871043501586e-05,nan
-0.00189,0.2868,nan,-0.002566890214525518,0.0016491933492943645,-0.0006768902145255181,nan
0.01228,0.3039,nan,0.012602213592756362,5.110415218016977e-05,0.0003222135927563631,nan
0.02711,0.3084,nan,0.026782220672993434,0.006622699406959939,-0.00032777932700656445,nan
0.04168,0.2965,nan,0.04153956348697345,0.004072048391712219,-0.00014043651302655252,nan
0.05692,0.2586,nan,0.05735458273972784,0.005286640295417826,0.0004345827397278443,nan
0.07094,0.1842,nan,0.07108040597467195,0.007410747596141945,0.00014040597467195048,nan
0.08573,0.0728,nan,0.08628339994521368,0.003994701084076497,0.0005533999452136812,nan
0.10021,-0.0623,nan,0.10026693344116211,0.004202730975348467,5.693344116211585e-05,nan
0.11471,-0.1726,nan,0.1144300170597576,8.557180902679738e-05,-0.00027998294024240977,nan
0.12876,-0.2504,nan,0.12847523071936198,6.473260475793607e-05,-0.00028476928063803086,nan
0.15859,-0.3869,nan,0.15878994904813312,0.004252158508940375,0.00019994904813311343,nan
0.17271,-0.4647,nan,0.17282613331363314,0.004261202215311835,0.00011613331363313772,nan
0.18734,-0.5173,nan,0.18750659766651337,0.0069158290238888614,0.00016659766651336283,nan
0.20189,-0.5604,nan,0.20221258912767684,1.269442579021618e-05,0.0003225891276768533,nan
0.21721,-0.5963,nan,0.21702013909816742,0.0016780975080313114,-0.00018986090183256699,nan
0.23077,-0.6202,nan,0.2306454238437471,0.0013681124580588802,-0.00012457615625291463,nan
0.24591,-0.641,nan,0.24596225647699266,0.004518165363314553,5.225647699266811e-05,nan
0.26072,-0.6602,nan,0.2601909140745799,0.007121699658877805,-0.0005290859254201141,nan
0.2747,-0.6786,nan,0.2747662720226106,0.0041378992428000305,6.627202261061393e-05,nan
0.28942,-0.6915,nan,0.2894517211686997,0.005459399213918172,3.1721168699705427e-05,nan
0.30461,-0.708,nan,0.30487193947746644,0.001291245074501332,0.0002619394774664441,nan
0.31883,-0.7221,nan,0.3190878246511732,0.0015060908695702577,0.00025782465117318853,nan
0.33324,-0.7372,nan,0.33322299520174664,0.0010027155382386146,-1.7004798253339448e-05,nan
0.34839,-0.7557,nan,0.34873783588409424,0.007440749825046014,0.0003478358840942608,nan
0.36408,-0.7578,nan,0.36381855607032776,0.007265264111086245,-0.00026144392967225594,nan
0.37742,-0.7796,nan,0.3773301130249387,0.004054697958432885,-8.988697506129295e-05,nan
0.39194,-0.7905,nan,0.3920417811189379,0.0037300327295104116,0.00010178111893788255,nan
0.40639,-0.8021,nan,0.40626621672085356,0.0074891178297899486,-0.00012378327914641662,nan
0.42087,-0.8173,nan,0.4207286806333633,0.004283653091803646,-0.0001413193666367496,nan
0.43579,-0.8296,nan,0.4357714028585525,0.0036851699610453564,-1.859714144752944e-05,nan
0.45041,-0.8378,nan,0.4504568874835968,0.005108053687258009,4.688748359682471e-05,nan
0.46499,-0.8453,nan,0.4650865991910299,0.0024190305899235848,9.659919102988912e-05,nan
0.47875,-0.8724,nan,0.4787292508851914,0.005037813065662991,-2.074911480859365e-05,nan
0.49411,-0.862,nan,0.49439540931156706,0.006495468442599794,0.00028540931156706417,nan
0.5085,-0.8483,nan,0.5093172192573547,0.003794386661777026,0.0008172192573547843,nan
0.523,-0.85,nan,0.5234981931391217,0.0012237977510732787,0.0004981931391216943,nan
0.53709,-0.8491,nan,0.5376767899308886,0.0012166142101759023,0.0005867899308886759,nan
0.55199,-0.8507,nan,0.5518311545962379,0.0012808400112966564,-0.00015884540376209788,nan
0.56632,-0.8448,nan,0.5662425997711363,0.003982169359881695,-7.740022886371101e-05,nan
0.58108,-0.8362,nan,0.5810151852312543,0.0023588653967347856,-6.481476874575787e-05,nan
0.59548,-0.8198,nan,0.5951748007819766,0.0039051660430453605,-0.0003051992180234109,nan
0.61061,-0.7949,nan,0.6107758908044725,0.0024519459062205054,0.0001658908044724905,nan
0.62486,-0.7727,nan,0.6250645433153426,0.002389481733257162,0.00020454331534258685,nan
0.63962,-0.7061,nan,0.6400114723614284,0.004861458156987672,0.00039147236142844655,nan
0.6586,-0.5149,nan,0.6587112233752296,0.005844478238764217,0.00011122337522961878,nan
0.67319,-0.4182,nan,0.6728886848404294,0.0056269367083245925,-0.00030131515957054766,nan
0.68732,-0.4138,nan,0.6874751477014451,0.005730172500955477,0.00015514770144509082,nan
0.70193,-0.4108,nan,0.7019272872379848,0.005867195609733776,-2.7127620152445076e-06,nan
