x_m,x_over_c,Cp,Cf,tau_w_m2s2,p_wall_m2s2
0.5817205286984111,1.3850488778533598,-0.020636647354682517,-0.0023711808551940268,-1.73869325947,17.611540641890908
0.5843874657924378,1.391398728077233,-0.021432955850156442,-0.002366720422960189,-1.7354226007,17.02763907634545
0.5870544028864646,1.3977485783011063,-0.022198189866245593,-0.002362219069784885,-1.73212193622,16.46652319909091
0.5897213399804915,1.4040984285249798,-0.022926509162445118,-0.0023576784935231063,-1.728792511,15.932475427800002
0.5923882770745184,1.4104482787488533,-0.023626707629540798,-0.0023531003719551233,-1.72543555529,15.419047549718185
0.5950552141685452,1.4167981289727267,-0.02407549485652841,-0.0023484864049679475,-1.72205231555,15.089969603263636
0.597722151262572,1.4231479791966,-0.024723102467676897,-0.002343838662330781,-1.71864430946,14.61510452250909
0.6003890883565988,1.4294978294204732,-0.02534613109712776,-0.0023391595488779227,-1.71521330039,14.158262238163637
0.6030560254506256,1.435847679644347,-0.02593995106933657,-0.002334451590751172,-1.71176114066,13.72283750843182
0.6057229625446525,1.4421975298682204,-0.026511596897605093,-0.0023297170263228413,-1.70828947158,13.303672202572727
0.6083898996386793,1.4485473800920936,-0.02687854324264395,-0.002324957736507012,-1.70479967235,13.034604942136362
0.611056836732706,1.4548972303159668,-0.027408787942006962,-0.0023201753756952677,-1.70129295607,12.64579744875909
0.6137237738267329,1.4612470805398403,-0.027919746837732407,-0.0023153716600853307,-1.69777058116,12.271131473400002
0.6163907109207598,1.4675969307637138,-0.028407848581178292,-0.0023105485344021666,-1.69423397361,11.913225744950001
0.6190576480147867,1.4739467809875875,-0.02887864167345711,-0.002305708076270302,-1.69068465686,11.568011766709091
0.6217245851088135,1.4802966312114607,-0.0291815185253213,-0.0023008521823962968,-1.68712402169,11.345924134872728
0.6243915222028402,1.486646481435334,-0.02962025930349942,-0.00229598234822413,-1.68355316465,11.024212852495454
0.6270584592968671,1.4929963316592074,-0.030044232147833354,-0.0022910997335326257,-1.67997293616,10.713330312672728
0.629725396390894,1.4993461818830809,-0.0304509148927973,-0.0022862053180827276,-1.67638405464,10.415125919759092
0.6323923334849207,1.5056960321069541,-0.030844623442679516,-0.002281300140523047,-1.67278728169,10.126434991618183
0.6350592705789475,1.5120458823308274,-0.031098919197795942,-0.0022763854046276865,-1.66918349999,9.939969959073634
0.6377262076729744,1.518395732554701,-0.03146921237889969,-0.0022714625624044933,-1.66557377424,9.66844859595091
0.6403931447670013,1.5247455827785745,-0.031829114526979146,-0.002266533072611984,-1.66195917409,9.404546566899091
0.6430600818610281,1.531095433002448,-0.03217695044409803,-0.0022615981925659433,-1.65834062148,9.149492228394545
0.6457270189550549,1.5374452832263212,-0.03251570835072937,-0.002256658831520312,-1.65471878313,8.90109443639909
0.6483939560490817,1.5437951334501945,-0.03273570814252605,-0.002251715716692771,-1.65109419228,8.739777279066363
0.6510608931431086,1.550144983674068,-0.033057165913247,-0.002246769476563922,-1.64746730977,8.504064993378636
0.6537278302371354,1.5564948338979416,-0.03337026799651816,-0.0022418208151127736,-1.6438386518,8.274479603248183
0.6563947673311623,1.562844684121815,-0.03367338166747945,-0.002236870473822059,-1.64020876207,8.052218321322274
0.6590617044251892,1.5691945343456886,-0.03396854183453964,-0.00223191939882211,-1.63657833434,7.835789029643636
0.6617286415192161,1.575544384569562,-0.034160139315460934,-0.0022269686658015803,-1.63294815737,7.695298164984544
0.6643955786132427,1.581894234793435,-0.03444004303034993,-0.0022220194726839913,-1.62931910955,7.490055827053182
0.6670625157072694,1.588244085017308,-0.03471259492743091,-0.0022170728161956085,-1.62569192174,7.290204286723636
0.6697294528012963,1.5945939352411815,-0.034976184596473864,-0.002212129488565114,-1.62206717485,7.096924394206365
0.6723963898953231,1.6009437854650552,-0.03523285334732149,-0.0022071900158265718,-1.6184452546,6.908719337625455
0.67506332698935,1.6072936356889287,-0.035399510568482694,-0.002202254920140932,-1.61482654387,6.786516180308182
0.6777302640833769,1.6136434859128022,-0.03564302872990071,-0.002197324659885538,-1.61121137877,6.607953931507726
0.6803972011774038,1.6199933361366756,-0.03588023546135377,-0.0021923998148543388,-1.60760018444,6.434019604999091
0.6830641382714306,1.6263431863605493,-0.03603427923108065,-0.0021874808716138396,-1.60399331766,6.321065393387273
0.6857310753654575,1.6326930365844228,-0.036259455030282856,-0.00218256843301937,-1.60039122048,6.155952874276363
0.6883980124594842,1.6390428868082958,-0.03647897847273922,-0.00217766299021971,-1.59679425304,5.994985005099091
0.6910649495535108,1.6453927370321688,-0.036691719999342905,-0.002172765201930282,-1.59320289835,5.838990046930909
0.6937318866475377,1.6517425872560423,-0.03689921844987868,-0.0021678756035133488,-1.58961754897,5.686839629341818
0.6963988237415646,1.6580924374799157,-0.0370341410435681,-0.002162994865753712,-1.58603869676,5.587906220831818
0.6990657608355915,1.6644422877037892,-0.03723164098741542,-0.002158123499820323,-1.58246671654,5.443087313256363
0.7017326979296183,1.6707921379276627,-0.037424455115816144,-0.0021532619810422076,-1.57890195685,5.301704329058182
0.7043996350236452,1.6771419881515364,-0.03761168216718527,-0.0021484105132623397,-1.57534456716,5.164418127757728
0.7070665721176721,1.6834918383754098,-0.037794623461604955,-0.0021435692835083844,-1.57179468461,5.030274502740909
0.709733509211699,1.6898416885992833,-0.03791383367443952,-0.002138738317282875,-1.5682523279,4.942862362472727
0.7124004463057256,1.6961915388231563,-0.038088633329461045,-0.0021339177453715288,-1.56471759293,4.814688680031818
0.7150673833997523,1.7025413890470293,-0.03825956760774773,-0.002129107579380043,-1.56119048821,4.689349325668182
0.7177343204937792,1.7088912392709028,-0.038425927715637576,-0.0021243079615498174,-1.55767111804,4.567364029776818
0.720401257587806,1.7152410894947763,-0.0385888387447559,-0.002119518848062864,-1.55415945029,4.44790780711
0.7230681946818329,1.72159093971865,-0.03869522418687492,-0.0021147403361970263,-1.55065555629,4.36989956462909
0.7257351317758598,1.7279407899425234,-0.03885169853219657,-0.002109972295084761,-1.54715934008,4.255163107941365
0.7284020688698867,1.734290640166397,-0.039005167743335165,-0.0021052147639754218,-1.54367083044,4.142630197447272
0.7310690059639136,1.7406404903902704,-0.03915505119760737,-0.0021004675493634254,-1.54018988548,4.032726580825909
0.7337359430579404,1.746990340614144,-0.03930224793210846,-0.0020957306455891183,-1.53671650105,3.9247930296872724
