0.336 	0.0190376569038 	9.1882830149e-19 	11.1020427898 	0.000669607295934 	16579.931039 	-121.012391019 	0.0212035380067 	0.0539441266741 	-1.72065323849e-18
0.336 	0.0205020920502 	9.18451765007e-19 	20.2215930444 	0.00135613792571 	13655.4430633 	-123.44519017 	5.14016863449 	-1.74905166303 	4.24571418875e-18
0.336 	0.0219665271967 	3.58203069325e-18 	25.2499940832 	0.00152124035698 	14524.0757185 	-126.064599518 	11.595991788 	-3.97130175681 	2.25670054373e-18
0.336 	0.0234309623431 	1.10283276911e-18 	24.501915321 	0.00143163236026 	14077.4437377 	-128.540702586 	19.1769670403 	-6.47103652058 	4.01141905302e-19
0.336 	0.0248953974895 	-1.08749504925e-18 	17.6314031251 	0.0014432307361 	12161.2095364 	-130.284332641 	25.7896586762 	-8.52520481972 	1.42615291025e-18
0.336 	0.026359832636 	6.09312374736e-19 	10.2084044549 	0.000969818697245 	10526.0957372 	-131.536734324 	30.4720638844 	-9.86061344375 	-5.03730456363e-19
0.336 	0.0278242677824 	1.74699868333e-18 	1.26756027487 	0.000204264533488 	6205.48390477 	-132.416394568 	35.2741623836 	-11.117153899 	3.43274855842e-18
0.336 	0.0292887029289 	2.24231214323e-18 	0.315332665287 	0.000340713576732 	925.506603852 	-132.728176712 	35.9137356303 	-11.0847733903 	3.29247684009e-18
0.336 	0.0307531380753 	-1.24449907318e-18 	0.313398657606 	0.00035019671347 	830.820398376 	-133.236674669 	35.9260438559 	-10.8979864485 	2.31504787561e-18
0.336 	0.0322175732218 	3.4658510674e-19 	0.308652131675 	0.000379938761995 	784.263042902 	-134.129765271 	35.9672791113 	-10.6673302305 	2.01675779012e-18
0.336 	0.0336820083682 	-6.89652835676e-19 	0.305518773271 	0.000406041029208 	752.433255003 	-135.057659587 	36.0234387098 	-10.4855077228 	-1.86064334878e-18
0.336 	0.0351464435146 	2.41852760059e-18 	0.303061380408 	0.000419946986213 	721.665806297 	-136.178646451 	36.0964879868 	-10.3041402896 	-2.63787620831e-18
0.336 	0.0366108786611 	2.71541619747e-18 	0.301187270259 	0.000435626261465 	691.389149143 	-137.49324948 	36.1841456145 	-10.1218900159 	1.06011856528e-18
0.336 	0.0380753138075 	3.3737502755e-18 	0.300133791445 	0.000448491427324 	669.207421055 	-138.604821479 	36.2583640245 	-9.98394467762 	-9.55756365851e-19
0.336 	0.039539748954 	3.09845292963e-19 	0.299164706635 	0.000466848265298 	640.817860691 	-140.250904652 	36.3672291806 	-9.79735285953 	8.91662788227e-20
0.336 	0.0410041841004 	-1.19568405128e-18 	0.298775186059 	0.000481350652225 	620.701737242 	-141.60511574 	36.4553248164 	-9.65477327207 	1.35186990796e-18
0.336 	0.0424686192469 	-3.23632452985e-18 	0.298753152538 	0.000501560123335 	595.647737207 	-143.564075512 	36.5800486916 	-9.46032181031 	4.76025039935e-19
0.336 	0.0439330543933 	-2.82611523175e-18 	0.299195833647 	0.000517486038255 	578.171798906 	-145.143739307 	36.6781590598 	-9.31068838328 	2.92475244153e-18
