x_m,y_m,Ux_ms,Uy_ms,p_m2s2,k_m2s2,omega_s-1,nut_m2s-1
0.273,0.0,1.74470011649,-0.840045137492,-278.054930633,1.4180161846,120300.987745,1.17872364241e-05
0.273,0.001454279886548117,-1.1025570083653096,0.6572868632320112,50.653543005717026,2.196789645851455,90843.88957486111,2.4123769628209432e-05
0.273,0.002908559773096234,-1.5453723302597657,1.131698436933911,25.655828841956197,2.2645828239862267,93437.6569532784,2.422246263334629e-05
0.273,0.004362839659644351,-1.647874928628694,1.48573889089594,5.353347972832546,2.261093570208768,95458.48815112063,2.368731782959808e-05
0.273,0.005817119546192468,-1.481222592457072,1.7629986550132262,-10.445339851204848,2.241188920380765,97291.28533220498,2.3012941890115523e-05
0.273,0.007271399432740585,-1.2454783722514076,1.9594301158332676,-24.396317599570132,2.185223255813618,98809.7180719917,2.2030057761948207e-05
0.273,0.008725679319288701,-0.9266134648922884,2.1098384823380476,-36.50319340347229,2.1304442891551885,100263.5043321306,2.1056543412954364e-05
0.273,0.010179959205836819,-0.5689413189288235,2.2294648654165203,-47.60390410933508,2.0836365168662385,101701.54965691331,2.0145260715512944e-05
0.273,0.011634239092384936,-0.2626035144040792,2.2890165322908973,-58.08510891560934,2.008835502063121,102887.1571734495,1.9032821512843785e-05
0.273,0.013088518978933053,0.10020320468702364,2.368600819851883,-68.32184348807793,1.9845548405777267,104347.56367414186,1.8314179110418725e-05
0.273,0.01454279886548117,0.37899888650727714,2.39520908259057,-78.16170157412793,1.934719689436278,105581.37188727087,1.7441668371368855e-05
0.273,0.015997078752029287,0.6326405832228551,2.412064653637038,-87.90452231407845,1.8978984445923475,106851.56382219055,1.6698796443189e-05
0.273,0.017451358638577403,0.8595332046556471,2.4201008202166454,-97.67352987734988,1.8718219215364356,108137.23851887458,1.606831736504095e-05
0.273,0.018905638525125522,1.0614867635336118,2.4200504918279484,-107.51474040146262,1.8539414750083816,109431.85344150981,1.55260341080385e-05
0.273,0.020359918411673637,1.240235281195636,2.4107639265564527,-117.50086839562366,1.8412564548148789,110698.55318800319,1.5048497444486865e-05
0.273,0.021814198298221756,1.3952196769123435,2.3922476390850616,-127.65041398803972,1.8324724759953497,111943.78350218725,1.4623909588292585e-05
0.273,0.02326847818476987,1.5254607003993985,2.3625086857329136,-138.02177083637744,1.8257887122087364,113138.63132501692,1.4241274444894958e-05
0.273,0.024722758071317987,1.6281685391713805,2.3195897143544464,-148.6429593600193,1.820064307616242,114285.70293027685,1.3892690398648158e-05
0.273,0.026177037957866106,1.701299267817625,2.263105465686133,-159.6034814281825,1.8149696373012416,115375.88007719998,1.3580968164415268e-05
0.273,0.02763131784441422,1.7437883756607315,2.189086172806816,-171.00784220667566,1.8105263752234073,116412.28297609366,1.331146593604927e-05
0.273,0.02908559773096234,1.7591673919878992,2.094815262185153,-183.0063089290508,1.8060419205492557,117391.82356857567,1.3084004364568029e-05
0.273,0.030539877617510456,1.7595542347616728,1.970101652707038,-195.8184075813381,1.8001985352510503,118305.6857751691,1.2878274485553894e-05
0.273,0.031994157504058575,1.768947926106539,1.8008160960903294,-209.74320708015537,1.7916952222711007,119142.21008263201,1.2670156216209413e-05
0.273,0.03344843739060669,1.8395812922575847,1.5621621840147284,-225.30691146978162,1.7763864589733296,119878.04984380133,1.2479035307720356e-05
0.273,0.034902717277154806,2.100856837325995,1.1987012927659224,-243.05955991779928,1.7335815886817407,120349.23074847048,1.2147807358806955e-05
0.273,0.03635699716370292,2.7973460795036655,0.6432231842867157,-263.87949938423213,1.7477732802556907,121239.27529115317,1.2386734555453264e-05
0.273,0.037811277050251044,3.939962343320947,-0.09394022749881645,-289.48686320841693,2.1849880205011747,125161.98572937213,1.5993963876682965e-05
0.273,0.03926555693679916,5.433685920025178,-0.9999009018143099,-321.54183006573453,2.8250607577543354,130275.24898362164,2.078486637194274e-05
0.273,0.040719836823347275,6.978103698352798,-1.9419550552938571,-360.40940329955043,3.4289615719351496,134855.40205174056,2.2783836302444283e-05
0.273,0.04217411670989539,8.782146770501363,-2.9698599913050026,-404.49837330583915,4.105689375892513,139655.04248810027,2.1612761457355207e-05
0.273,0.04362839659644351,28.222142696947365,-8.018230687608376,-407.70635790279476,12.264891896339963,22620.603712467622,0.0005001030081450256
0.273,0.04508267648299163,35.76606106534092,-9.61232894225996,-409.65900514518165,7.032516650083761,9506.835957561836,0.0006453630407828884
0.273,0.04653695636953974,38.850024278162905,-10.02915568291529,-410.94444918027,4.180270160608794,4223.443976925588,0.0009582759086335567
0.273,0.04799123625608786,40.31433878615701,-10.05079982524764,-411.82736509263157,3.2073087683308024,2284.0968848015536,0.0012302762762841837
0.273,0.049445516142635974,41.29585784402973,-9.966705021403692,-412.4116295561971,2.7470985949230076,1670.7353710182317,0.001347286468967971
0.273,0.0508997960291841,42.07620131013267,-9.844853732685445,-412.67865963472815,2.3939654919748548,1407.912675108299,0.001372983103851247
0.273,0.05235407591573221,42.73173273408105,-9.703513770582916,-412.6546034872524,2.044874712821093,1247.8532824523916,0.0013224665907335326
0.273,0.05380835580228033,43.294414060388334,-9.54978538051929,-412.34745856440173,1.6812335071516422,1125.979896634469,0.001208480177599784
0.273,0.05526263568882844,43.77441229221357,-9.3862148055652,-411.77732090964514,1.3178484541881508,1024.0135629795552,0.0010499794007152875
0.273,0.056716915575376566,44.17015999717234,-9.211827957131192,-410.90918435212035,0.9818634475546374,935.2321148066173,0.0008761304229151347
0.273,0.05817119546192468,44.45159620062973,-9.021458383939626,-409.8503149046133,0.6887139463116714,845.8112067555924,0.0007003033856717734
0.273,0.059625475348472796,44.56515040990956,-8.804510938212928,-408.5869207495218,0.44377436066955367,731.1288240420588,0.0004847575758004365
0.273,0.06107975523502091,44.54761909739754,-8.570697878363228,-407.1404642621041,0.27638878393519906,595.3720814467855,0.00032508914569599393
