tag,stage,end_time,stable,objective,mae,cp_mae,cf_mae,penalty,runtime_minutes,amplitude,apg0,shear0,y_peak,notes
mlpass2_opt_001,cheap,720,True,0.26471092608109614,0.1604051333682995,0.16763773021009792,0.0008080283122728354,0.005354166666666668,2.617375365893046,0.35,0.03,0.9,0.018,stable
mlpass2_opt_002,cheap,720,True,0.2753567594144295,0.1604051333682995,0.16763773021009792,0.0008080283122728354,0.016,2.4472756306330363,0.6,0.02,0.8,0.02,stable
mlpass2_opt_003,cheap,720,True,0.26127342608109616,0.1604051333682995,0.16763773021009792,0.0008080283122728354,0.0019166666666666674,2.3981312990188597,0.2,0.05,1.1,0.014,stable
mlpass2_opt_004,cheap,720,True,0.26029425941442946,0.1604051333682995,0.16763773021009792,0.0008080283122728354,0.0009375,2.382441782951355,0.15,0.01,1.0,0.016,stable
mlpass2_opt_005,cheap,720,True,0.2633567594144295,0.1604051333682995,0.16763773021009792,0.0008080283122728354,0.004,2.368601397673289,0.3,0.0,0.9,0.018000000000000002,stable
mlpass2_opt_006,cheap,720,True,0.25971092608109614,0.1604051333682995,0.16763773021009792,0.0008080283122728354,0.0003541666666666671,2.3720688184102374,0.05,0.02,1.1,0.014,stable
mlpass2_full_01,full,800,True,0.24946910582541795,0.1547381027802645,0.16417879658978082,0.0007681825222876493,0.0003541666666666671,4.659445516268412,0.05,0.02,1.1,0.014,stable
mlpass2_backup_full_01,backup,800,False,10.0,10.0,10.0,10.0,1.0,9.718146280447643,0.8,0.0,0.5,0.022,
